date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:29:31	2572/2572	---M-Z	200	added ('OK')	text/css	etag:%226846f9d9-a0c%22	http://cdn2.editmysite.com/fonts/Lato/font.css?2	D:/LapTrinhVScode/Job/Httrack_UI/wheelofnames/MaiTruyen/cdn2.editmysite.com/fonts/Lato/fontc81e.css	(from https://www.truyenartllc.com/)
15:29:32	1754/1754	---M-Z	200	added ('OK')	text/css	etag:%22683db1b0-6da%22	http://cdn2.editmysite.com/fonts/Playfair_Display/font.css?2	D:/LapTrinhVScode/Job/Httrack_UI/wheelofnames/MaiTruyen/cdn2.editmysite.com/fonts/Playfair_Display/fontc81e.css	(from https://www.truyenartllc.com/)
15:29:32	621593/621593	---M--	200	added ('OK')	image/png	etag:%22d52b1f5b4a6563fd5fa300c50d15b51f%22	https://www.truyenartllc.com/uploads/1/5/3/1/153154201/e1.png	D:/LapTrinhVScode/Job/Httrack_UI/wheelofnames/MaiTruyen/www.truyenartllc.com/uploads/1/5/3/1/153154201/e1.png	(from https://www.truyenartllc.com/)
15:29:32	7160/7160	---MCZ	200	added ('OK')	application/x-javascript	date:Tue,%2017%20Jun%202025%2008:29:32%20GMT	https://www.truyenartllc.com/files/templateArtifacts.js?1749282397	D:/LapTrinhVScode/Job/Httrack_UI/wheelofnames/MaiTruyen/www.truyenartllc.com/files/templateArtifactsd28e.js	(from https://www.truyenartllc.com/)
15:29:32	93636/93636	---M-Z	200	added ('OK')	application/javascript	etag:%226847287d-16dc4%22	https://cdn2.editmysite.com/js/jquery-1.8.3.min.js	D:/LapTrinhVScode/Job/Httrack_UI/wheelofnames/MaiTruyen/cdn2.editmysite.com/js/jquery-1.8.3.min.js	(from https://www.truyenartllc.com/)
15:29:34	189027/189027	---M-Z	200	added ('OK')	application/javascript	etag:%226843463c-2e263%22	http://cdn2.editmysite.com/js/lang/en/stl.js?buildTime=1749240201&	D:/LapTrinhVScode/Job/Httrack_UI/wheelofnames/MaiTruyen/cdn2.editmysite.com/js/lang/en/stl4584.js	(from https://www.truyenartllc.com/)
15:29:35	1017/1017	---MC-	200	added ('OK')	text/javascript	date:Tue,%2017%20Jun%202025%2008:29:34%20GMT	https://www.google.com/recaptcha/api.js	D:/LapTrinhVScode/Job/Httrack_UI/wheelofnames/MaiTruyen/www.google.com/recaptcha/api.js	(from https://www.truyenartllc.com/)
15:29:40	480909/480909	---M-Z	200	added ('OK')	application/javascript	etag:%226843469c-7568d%22	http://cdn2.editmysite.com/js/site/main.js?buildTime=1749240201	D:/LapTrinhVScode/Job/Httrack_UI/wheelofnames/MaiTruyen/cdn2.editmysite.com/js/site/main05bc.js	(from https://www.truyenartllc.com/)
15:29:40	7012/7012	---M--	200	added ('OK')	image/png	etag:%224e6673cddee731034a75641e0f8f0df1%22	https://www.truyenartllc.com/uploads/1/5/3/1/153154201/published/2.png?1749194718	D:/LapTrinhVScode/Job/Httrack_UI/wheelofnames/MaiTruyen/www.truyenartllc.com/uploads/1/5/3/1/153154201/published/218e7.png	(from https://www.truyenartllc.com/)
15:29:42	52562/52562	---MCZ	-1	error ('Read%20error%20when%20decompressing')	text/html	date:Tue,%2017%20Jun%202025%2008:29:40%20GMT	https://www.truyenartllc.com/our-work.html	D:/LapTrinhVScode/Job/Httrack_UI/wheelofnames/MaiTruyen/www.truyenartllc.com/our-work.html	(from https://www.truyenartllc.com/)
15:29:43	36945/36945	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Jun%202025%2008:29:42%20GMT	https://www.truyenartllc.com/about.html	D:/LapTrinhVScode/Job/Httrack_UI/wheelofnames/MaiTruyen/www.truyenartllc.com/about.html	(from https://www.truyenartllc.com/)
15:29:44	35145/35145	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Jun%202025%2008:29:43%20GMT	https://www.truyenartllc.com/contact.html	D:/LapTrinhVScode/Job/Httrack_UI/wheelofnames/MaiTruyen/www.truyenartllc.com/contact.html	(from https://www.truyenartllc.com/)
15:29:44	134507/134507	---M--	200	added ('OK')	image/jpeg	etag:%22c9b091cb493b11573aa6d214b7db2b12%22	https://www.truyenartllc.com/uploads/b/153154201-360091501976169670/video_1_450.jpg	D:/LapTrinhVScode/Job/Httrack_UI/wheelofnames/MaiTruyen/www.truyenartllc.com/uploads/b/153154201-360091501976169670/video_1_450.jpg	(from https://www.truyenartllc.com/)
15:29:45	294259/294259	---M--	200	added ('OK')	image/jpeg	etag:%22526c2164537c5d738e7c0d9e86bc4a23%22	https://www.truyenartllc.com/uploads/1/5/3/1/153154201/a2_orig.jpg	D:/LapTrinhVScode/Job/Httrack_UI/wheelofnames/MaiTruyen/www.truyenartllc.com/uploads/1/5/3/1/153154201/a2_orig.jpg	(from https://www.truyenartllc.com/)
15:29:46	956509/956509	---M--	200	added ('OK')	image/png	etag:%22f7d27f19f7faef09beed1ebfb346a83a%22	https://www.truyenartllc.com/uploads/1/5/3/1/153154201/3a_orig.png	D:/LapTrinhVScode/Job/Httrack_UI/wheelofnames/MaiTruyen/www.truyenartllc.com/uploads/1/5/3/1/153154201/3a_orig.png	(from https://www.truyenartllc.com/)
15:29:47	123580/123580	---M--	200	added ('OK')	image/jpeg	etag:%22cc1c3e0a924a18f82929773597b99207%22	https://www.truyenartllc.com/uploads/1/5/3/1/153154201/02-1_orig.jpg	D:/LapTrinhVScode/Job/Httrack_UI/wheelofnames/MaiTruyen/www.truyenartllc.com/uploads/1/5/3/1/153154201/02-1_orig.jpg	(from https://www.truyenartllc.com/)
15:29:47	129384/129384	---M--	200	added ('OK')	image/jpeg	etag:%221d8f82bac85c258f3085a495342e3036%22	https://www.truyenartllc.com/uploads/1/5/3/1/153154201/living-room-dining-room-2_orig.jpg	D:/LapTrinhVScode/Job/Httrack_UI/wheelofnames/MaiTruyen/www.truyenartllc.com/uploads/1/5/3/1/153154201/living-room-dining-room-2_orig.jpg	(from https://www.truyenartllc.com/)
15:29:47	1019169/1019169	---M--	200	added ('OK')	image/png	etag:%225c1fc27ea93a9d755880c8e8c3933c32%22	https://www.truyenartllc.com/uploads/1/5/3/1/153154201/chot9_orig.png	D:/LapTrinhVScode/Job/Httrack_UI/wheelofnames/MaiTruyen/www.truyenartllc.com/uploads/1/5/3/1/153154201/chot9_orig.png	(from https://www.truyenartllc.com/)
15:29:48	138919/138919	---M--	200	added ('OK')	image/jpeg	etag:%22cf40600958f766ea2afd2c7b7dbe27ce%22	https://www.truyenartllc.com/uploads/1/5/3/1/153154201/06_orig.jpg	D:/LapTrinhVScode/Job/Httrack_UI/wheelofnames/MaiTruyen/www.truyenartllc.com/uploads/1/5/3/1/153154201/06_orig.jpg	(from https://www.truyenartllc.com/)
15:29:50	128831/128831	---M--	200	added ('OK')	image/jpeg	etag:%229e8ae3ee6009bf1e155a99557ae8c1a5%22	https://www.truyenartllc.com/uploads/1/5/3/1/153154201/14-16-morris-road-014_orig.jpg	D:/LapTrinhVScode/Job/Httrack_UI/wheelofnames/MaiTruyen/www.truyenartllc.com/uploads/1/5/3/1/153154201/14-16-morris-road-014_orig.jpg	(from https://www.truyenartllc.com/)
15:29:51	1183055/1183055	---M--	200	added ('OK')	image/png	etag:%22a0bef175e5084522464d81df90f622d2%22	https://www.truyenartllc.com/uploads/1/5/3/1/153154201/exterior_orig.png	D:/LapTrinhVScode/Job/Httrack_UI/wheelofnames/MaiTruyen/www.truyenartllc.com/uploads/1/5/3/1/153154201/exterior_orig.png	(from https://www.truyenartllc.com/)
15:29:52	256213/256213	---M--	200	added ('OK')	image/jpeg	etag:%22547cd58a7267189f6fb46285e15e9b62%22	https://www.truyenartllc.com/uploads/1/5/3/1/153154201/b_orig.jpg	D:/LapTrinhVScode/Job/Httrack_UI/wheelofnames/MaiTruyen/www.truyenartllc.com/uploads/1/5/3/1/153154201/b_orig.jpg	(from https://www.truyenartllc.com/)
15:29:52	708199/708199	---M--	200	added ('OK')	image/png	etag:%223438a31e54fee521b59171fa80691d87%22	https://www.truyenartllc.com/uploads/1/5/3/1/153154201/kitchen-1_orig.png	D:/LapTrinhVScode/Job/Httrack_UI/wheelofnames/MaiTruyen/www.truyenartllc.com/uploads/1/5/3/1/153154201/kitchen-1_orig.png	(from https://www.truyenartllc.com/)
15:29:53	140333/140333	---M--	200	added ('OK')	image/jpeg	etag:%224b43188ede1ae734d234f264acb754e9%22	https://www.truyenartllc.com/uploads/1/5/3/1/153154201/b.jpg	D:/LapTrinhVScode/Job/Httrack_UI/wheelofnames/MaiTruyen/www.truyenartllc.com/uploads/1/5/3/1/153154201/b.jpg	(from https://www.truyenartllc.com/)
15:29:56	1163834/1163834	---M--	200	added ('OK')	image/png	etag:%22c2cad6854b888c33696182a552c3f85a%22	https://www.truyenartllc.com/uploads/1/5/3/1/153154201/e1_orig.png	D:/LapTrinhVScode/Job/Httrack_UI/wheelofnames/MaiTruyen/www.truyenartllc.com/uploads/1/5/3/1/153154201/e1_orig.png	(from https://www.truyenartllc.com/)
15:29:58	520961/520961	---M--	200	added ('OK')	image/png	etag:%22963bcdd466b5782a9b6f501f66462463%22	https://www.truyenartllc.com/uploads/1/5/3/1/153154201/editor/03.png?1749195967	D:/LapTrinhVScode/Job/Httrack_UI/wheelofnames/MaiTruyen/www.truyenartllc.com/uploads/1/5/3/1/153154201/editor/03bc0d.png	(from https://www.truyenartllc.com/)
15:29:58	14140/14140	---M--	200	added ('OK')	image/png	etag:%22e1ef54e88870f650a6ce495f7f0fe46b%22	https://www.truyenartllc.com/uploads/1/5/3/1/153154201/published/c-m-logo-white-background-pdf-2.png?1749201843	D:/LapTrinhVScode/Job/Httrack_UI/wheelofnames/MaiTruyen/www.truyenartllc.com/uploads/1/5/3/1/153154201/published/c-m-logo-white-background-pdf-2194b.png	(from https://www.truyenartllc.com/)
15:29:58	888433/888433	---M--	200	added ('OK')	image/png	etag:%22a1d91d7e6e44a48223ce9d52e7113701%22	https://www.truyenartllc.com/uploads/1/5/3/1/153154201/d-01_orig.png	D:/LapTrinhVScode/Job/Httrack_UI/wheelofnames/MaiTruyen/www.truyenartllc.com/uploads/1/5/3/1/153154201/d-01_orig.png	(from https://www.truyenartllc.com/)
15:29:58	476300/476300	---M--	200	added ('OK')	image/png	etag:%2264ddb8aad55826d165c28ba64420871c%22	https://www.truyenartllc.com/uploads/1/5/3/1/153154201/d-01.png	D:/LapTrinhVScode/Job/Httrack_UI/wheelofnames/MaiTruyen/www.truyenartllc.com/uploads/1/5/3/1/153154201/d-01.png	(from https://www.truyenartllc.com/)
15:29:58	3607/3607	---M--	200	added ('OK')	image/jpeg	etag:%222e627900d87659625d29e50eec61ec39%22	https://www.truyenartllc.com/uploads/1/5/3/1/153154201/published/screenshot-2024-04-08-153815.jpg?1749201855	D:/LapTrinhVScode/Job/Httrack_UI/wheelofnames/MaiTruyen/www.truyenartllc.com/uploads/1/5/3/1/153154201/published/screenshot-2024-04-08-153815d7ab.jpg	(from https://www.truyenartllc.com/)
15:29:59	7012/7012	---M--	200	added ('OK')	image/png	etag:%224e6673cddee731034a75641e0f8f0df1%22	https://www.truyenartllc.com/uploads/1/5/3/1/153154201/editor/2.png?1749197040	D:/LapTrinhVScode/Job/Httrack_UI/wheelofnames/MaiTruyen/www.truyenartllc.com/uploads/1/5/3/1/153154201/editor/25db2.png	(from https://www.truyenartllc.com/)
15:29:59	4689/4689	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Jun%202025%2008:29:58%20GMT	https://www.truyenartllc.com/cdn-cgi/l/email-protection	D:/LapTrinhVScode/Job/Httrack_UI/wheelofnames/MaiTruyen/www.truyenartllc.com/cdn-cgi/l/email-protection.html	(from https://www.truyenartllc.com/)
15:29:59	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%22684853c6-4d7%22	https://www.truyenartllc.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	D:/LapTrinhVScode/Job/Httrack_UI/wheelofnames/MaiTruyen/www.truyenartllc.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://www.truyenartllc.com/)
15:29:59	864053/864053	---M--	200	added ('OK')	image/png	etag:%22a9b05d8771d12a3565bd818c94408e71%22	https://www.truyenartllc.com/uploads/1/5/3/1/153154201/3131_orig.png	D:/LapTrinhVScode/Job/Httrack_UI/wheelofnames/MaiTruyen/www.truyenartllc.com/uploads/1/5/3/1/153154201/3131_orig.png	(from https://www.truyenartllc.com/)
15:29:59	67465/67465	---MCZ	200	added ('OK')	application/javascript	etag:W/%222b8d85f1ea01d2c3e8b962eac8d76a5c%22	https://www.truyenartllc.com/files/theme/plugins.js?1565969634	D:/LapTrinhVScode/Job/Httrack_UI/wheelofnames/MaiTruyen/www.truyenartllc.com/files/theme/plugins72c5.js	(from https://www.truyenartllc.com/)
15:30:01	6503/6503	---MCZ	200	added ('OK')	application/javascript	etag:W/%2248e887857aec23f184b0aa49c18d2445%22	https://www.truyenartllc.com/files/theme/custom.js?1565969634	D:/LapTrinhVScode/Job/Httrack_UI/wheelofnames/MaiTruyen/www.truyenartllc.com/files/theme/custom72c5.js	(from https://www.truyenartllc.com/)
15:30:04	3316/3316	---M--	200	added ('OK')	image/png	etag:%22b990be86efb765402df96de07ff676ed%22	http://cdn2.editmysite.com/images/util/videojs/white-bar.png	D:/LapTrinhVScode/Job/Httrack_UI/wheelofnames/MaiTruyen/cdn2.editmysite.com/images/util/videojs/white-bar.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1749240201)
15:30:04	934/934	---M--	200	added ('OK')	image/png	etag:%22b7bb9f86cd372171ddb601013f7b7ecc%22	http://cdn2.editmysite.com/images/util/videojs/@2x/white-bar.png	D:/LapTrinhVScode/Job/Httrack_UI/wheelofnames/MaiTruyen/cdn2.editmysite.com/images/util/videojs/@2x/white-bar.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1749240201)
15:30:04	1062/1062	---M--	200	added ('OK')	image/png	etag:%22e3a4510b856d2e6af899829f916aed5c%22	http://cdn2.editmysite.com/images/util/videojs/gradient.png	D:/LapTrinhVScode/Job/Httrack_UI/wheelofnames/MaiTruyen/cdn2.editmysite.com/images/util/videojs/gradient.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1749240201)
15:30:04	1066/1066	---M--	200	added ('OK')	image/png	etag:%225f79d3a4fcbd47a8915f4b76d8d391f2%22	http://cdn2.editmysite.com/images/util/videojs/@2x/gradient.png	D:/LapTrinhVScode/Job/Httrack_UI/wheelofnames/MaiTruyen/cdn2.editmysite.com/images/util/videojs/@2x/gradient.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1749240201)
15:30:06	10847/10847	---M--	200	added ('OK')	image/png	etag:%226846f9dc-2a5f%22	http://cdn2.editmysite.com/sprites/util/videojs-sacae758aa2.png	D:/LapTrinhVScode/Job/Httrack_UI/wheelofnames/MaiTruyen/cdn2.editmysite.com/sprites/util/videojs-sacae758aa2.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1749240201)
15:30:07	1147/1147	---M--	200	added ('OK')	image/png	etag:%22238628d5193eed29afba56881c2062b6%22	http://cdn2.editmysite.com/images/util/videojs/volume-filled.png	D:/LapTrinhVScode/Job/Httrack_UI/wheelofnames/MaiTruyen/cdn2.editmysite.com/images/util/videojs/volume-filled.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1749240201)
15:30:07	75006/75006	---M-Z	200	added ('OK')	application/javascript	etag:%226848428b-124fe%22	http://cdn2.editmysite.com/js/wsnbn/snowday262.js	D:/LapTrinhVScode/Job/Httrack_UI/wheelofnames/MaiTruyen/cdn2.editmysite.com/js/wsnbn/snowday262.js	(from https://www.truyenartllc.com/)
15:30:07	1333/1333	---M--	200	added ('OK')	image/png	etag:%2294ad4962ec7aae96fd39acf13b05c5ff%22	http://cdn2.editmysite.com/images/util/videojs/@2x/volume-filled.png	D:/LapTrinhVScode/Job/Httrack_UI/wheelofnames/MaiTruyen/cdn2.editmysite.com/images/util/videojs/@2x/volume-filled.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1749240201)
15:30:07	1179/1179	---M--	200	added ('OK')	image/png	etag:%225baf4223095c9cbd9975106f31b0885f%22	http://cdn2.editmysite.com/images/util/videojs/volume-mute.png	D:/LapTrinhVScode/Job/Httrack_UI/wheelofnames/MaiTruyen/cdn2.editmysite.com/images/util/videojs/volume-mute.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1749240201)
15:30:08	1303/1303	---M--	200	added ('OK')	image/png	etag:%2202ddb113f1cb06b58d6b9bbfcc0f9da1%22	http://cdn2.editmysite.com/images/util/videojs/@2x/volume-mute.png	D:/LapTrinhVScode/Job/Httrack_UI/wheelofnames/MaiTruyen/cdn2.editmysite.com/images/util/videojs/@2x/volume-mute.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1749240201)
15:30:08	25072/25072	---M--	200	added ('OK')	image/png	etag:%226846f9dc-61f0%22	http://cdn2.editmysite.com/sprites/util/videojs/@2x-s2aff7e7d9a.png	D:/LapTrinhVScode/Job/Httrack_UI/wheelofnames/MaiTruyen/cdn2.editmysite.com/sprites/util/videojs/@2x-s2aff7e7d9a.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1749240201)
15:30:08	3318/3318	---M--	200	added ('OK')	image/png	etag:%22cada038924133711192a57d0631ad1d6%22	http://cdn2.editmysite.com/images/util/videojs/blue-bar.png	D:/LapTrinhVScode/Job/Httrack_UI/wheelofnames/MaiTruyen/cdn2.editmysite.com/images/util/videojs/blue-bar.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1749240201)
15:30:08	942/942	---M--	200	added ('OK')	image/png	etag:%220521e97e2016ab9bba1894ae3f8ac129%22	http://cdn2.editmysite.com/images/util/videojs/@2x/blue-bar.png	D:/LapTrinhVScode/Job/Httrack_UI/wheelofnames/MaiTruyen/cdn2.editmysite.com/images/util/videojs/@2x/blue-bar.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1749240201)
15:30:08	1146/1146	---M--	200	added ('OK')	image/png	etag:%22eea250c94c3ef64a203ecca50bd37834%22	http://cdn2.editmysite.com/images/util/videojs/maximize-icon.png	D:/LapTrinhVScode/Job/Httrack_UI/wheelofnames/MaiTruyen/cdn2.editmysite.com/images/util/videojs/maximize-icon.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1749240201)
15:30:09	1312/1312	---M--	200	added ('OK')	image/png	etag:%229bd271b63d9159b54a44a04ffc35004c%22	http://cdn2.editmysite.com/images/util/videojs/@2x/maximize-icon.png	D:/LapTrinhVScode/Job/Httrack_UI/wheelofnames/MaiTruyen/cdn2.editmysite.com/images/util/videojs/@2x/maximize-icon.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1749240201)
15:30:09	1188/1188	---M--	200	added ('OK')	image/png	etag:%22a39e27a424bc264a078f1cae0684324f%22	http://cdn2.editmysite.com/images/util/videojs/minimize-icon.png	D:/LapTrinhVScode/Job/Httrack_UI/wheelofnames/MaiTruyen/cdn2.editmysite.com/images/util/videojs/minimize-icon.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1749240201)
15:30:09	1379/1379	---M--	200	added ('OK')	image/png	etag:%224a334a802fc406f71a130d1a5e9f9fc5%22	http://cdn2.editmysite.com/images/util/videojs/@2x/minimize-icon.png	D:/LapTrinhVScode/Job/Httrack_UI/wheelofnames/MaiTruyen/cdn2.editmysite.com/images/util/videojs/@2x/minimize-icon.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1749240201)
15:30:10	3434/3434	---M--	200	added ('OK')	image/png	etag:%2222d7478d7d87858ddc07bec0d2d15af2%22	http://cdn2.editmysite.com/images/util/videojs/play-icon.png	D:/LapTrinhVScode/Job/Httrack_UI/wheelofnames/MaiTruyen/cdn2.editmysite.com/images/util/videojs/play-icon.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1749240201)
15:30:11	6448/6448	---M--	200	added ('OK')	image/png	etag:%22125b63f21f0b6dbc58089378e2bd996f%22	http://cdn2.editmysite.com/images/util/videojs/@2x/play-icon.png	D:/LapTrinhVScode/Job/Httrack_UI/wheelofnames/MaiTruyen/cdn2.editmysite.com/images/util/videojs/@2x/play-icon.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1749240201)
15:30:11	3386/3386	---M--	200	added ('OK')	image/png	etag:%22cb77cf241f8c1438d3de778a3ceec41e%22	http://cdn2.editmysite.com/images/util/videojs/loading-icon.png	D:/LapTrinhVScode/Job/Httrack_UI/wheelofnames/MaiTruyen/cdn2.editmysite.com/images/util/videojs/loading-icon.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1749240201)
15:30:12	11573/11573	---M--	200	added ('OK')	image/png	etag:%22aeab26ec41cbf19c0a51bae5ebaeff8c%22	http://cdn2.editmysite.com/images/util/videojs/sad-face.png	D:/LapTrinhVScode/Job/Httrack_UI/wheelofnames/MaiTruyen/cdn2.editmysite.com/images/util/videojs/sad-face.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1749240201)
15:30:13	5668/5668	---M--	200	added ('OK')	image/png	etag:%2220914a2c130af40eec4c7d00e0258b68%22	http://cdn2.editmysite.com/images/util/videojs/@2x/loading-icon.png	D:/LapTrinhVScode/Job/Httrack_UI/wheelofnames/MaiTruyen/cdn2.editmysite.com/images/util/videojs/@2x/loading-icon.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1749240201)
